retina,id,i,j,unit_num,ntrials,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(3, 0)_3",3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(3, 1)_2",3,1,2,3,5,3,7,1,4,8,2,3,5,1,1,2,2,2,2,4,3,10,11,7,5,5,7,4,3,6,4,7,2,3,4,3,4,6,2.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(3, 1)_1",3,1,1,3,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(3, 1)_0",3,1,0,3,0,0,0,2,0,0,0,0,0,0,0,15,4,5,4,1,2,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(3, 1)_3",3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 1)_0",4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 1)_1",4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 0)_4",4,0,4,3,0,0,0,0,0,0,0,0,0,0,4,12,10,14,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 0)_2",4,0,2,3,0,0,0,0,0,0,0,0,0,0,3,9,11,6,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 0)_0",4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 0)_3",4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 0)_1",4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 2)_3",4,2,3,3,0,1,0,0,0,0,0,0,0,0,3,24,20,15,8,5,13,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 2)_4",4,2,4,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 2)_1",4,2,1,3,0,1,0,0,0,0,0,0,0,0,0,6,6,3,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 2)_0",4,2,0,3,0,0,0,0,0,0,0,0,0,0,2,9,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 2)_2",4,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 3)_2",4,3,2,3,0,0,0,0,0,1,0,0,0,0,0,8,2,3,0,1,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 3)_0",4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,22,8,7,6,1,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 3)_4",4,3,4,3,0,0,0,0,0,0,0,0,0,0,7,19,13,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 3)_1",4,3,1,3,2,1,0,0,0,0,1,0,0,0,1,2,2,0,0,2,3,19,7,5,7,1,5,1,0,1,2,0,1,0,0,2,1,0,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(4, 3)_3",4,3,3,3,1,1,2,0,1,0,1,2,0,2,0,2,0,1,4,0,0,4,3,5,3,0,3,1,1,2,1,0,1,0,2,0,1,1,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 0)_4",5,0,4,3,4,3,2,3,2,2,4,3,4,3,2,4,6,1,3,2,4,12,8,7,5,7,3,4,4,3,3,2,3,3,1,2,3,4,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 0)_3",5,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,6,1,4,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 0)_0",5,0,0,3,0,0,1,0,0,0,0,0,0,0,3,15,20,17,11,10,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 0)_1",5,0,1,3,1,1,1,0,1,1,2,1,1,0,1,10,9,2,5,4,1,2,0,0,1,1,1,2,1,0,1,0,0,0,0,1,2,1,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 0)_2",5,0,2,3,0,0,0,0,0,0,0,0,0,0,2,5,3,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 1)_0",5,1,0,3,1,0,0,0,0,0,0,1,3,0,2,18,12,12,5,10,8,13,10,11,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 1)_1",5,1,1,3,0,1,0,0,0,0,0,0,0,0,3,9,4,5,2,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 1)_2",5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_0",6,0,0,3,0,0,1,0,0,0,0,0,1,0,0,10,14,20,13,9,22,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_2",6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,4,12,3,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_3",6,0,3,3,0,0,0,0,0,0,1,0,0,0,0,2,5,5,3,1,9,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_4",6,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_5",6,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 0)_1",6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_4",5,2,4,3,2,1,1,2,1,0,1,2,1,1,0,0,0,0,1,2,3,11,6,4,3,2,2,2,2,1,2,1,0,1,0,0,0,1,2.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_1",5,2,1,3,0,0,2,1,1,2,0,0,0,0,0,5,6,4,2,1,3,1,3,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_5",5,2,5,3,2,1,4,1,3,3,2,0,2,0,2,1,2,0,0,2,4,5,6,2,4,4,4,1,1,1,1,3,3,1,2,4,2,2,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_0",5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_3",5,2,3,3,0,0,0,0,1,0,0,0,0,0,5,19,10,7,3,10,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 2)_2",5,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 1)_2",6,1,2,3,0,1,0,0,1,1,1,1,0,0,1,11,18,24,10,13,16,12,14,6,7,3,3,4,0,0,0,0,0,3,2,0,3,1,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 1)_1",6,1,1,3,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,0,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 1)_0",6,1,0,3,0,0,0,0,0,0,0,0,0,0,1,10,10,5,3,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 1)_4",7,1,4,3,1,2,2,0,0,3,1,2,1,1,1,8,10,7,8,12,2,3,6,2,6,10,2,4,2,5,1,3,4,1,1,3,0,3,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 1)_0",7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,11,10,5,1,1,8,3,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 1)_1",7,1,1,3,0,0,0,0,0,0,0,0,0,0,2,5,10,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 1)_3",7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 1)_2",7,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 2)_1",6,2,1,3,0,1,1,2,0,0,0,0,1,0,0,7,9,10,9,5,14,8,6,6,3,2,6,4,2,0,0,1,1,1,0,3,3,1,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 2)_3",6,2,3,3,1,1,4,0,2,2,2,1,0,1,0,8,3,4,2,1,7,12,8,5,3,5,2,5,2,1,3,2,3,2,0,1,1,1,2.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 2)_0",6,2,0,3,0,1,0,0,0,1,0,0,0,0,3,9,8,8,5,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 2)_2",6,2,2,3,0,0,1,0,0,0,0,0,0,0,1,5,14,10,6,4,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_5",7,2,5,3,1,1,0,1,1,1,1,2,1,0,5,21,25,19,17,16,18,21,15,2,1,2,3,2,2,3,2,0,1,1,0,2,0,1,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_0",7,2,0,3,0,0,0,0,0,0,0,0,0,0,1,9,13,14,3,11,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_4",7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_3",7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_1",7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 2)_2",7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 3)_0",5,3,0,3,0,1,0,0,0,0,1,0,0,0,1,28,8,6,4,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 3)_1",5,3,1,3,0,0,0,0,0,0,0,0,0,0,1,12,6,5,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 3)_2",5,3,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,24,20,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_2",6,3,2,3,0,1,0,0,0,0,0,0,0,0,1,4,3,5,5,0,8,1,4,1,0,2,0,1,1,0,1,0,2,0,0,0,0,0,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_5",6,3,5,3,0,0,0,0,0,0,0,0,1,0,2,9,8,5,6,8,2,8,4,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_3",6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,10,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_0",6,3,0,3,0,0,0,0,0,0,0,0,0,0,2,13,10,11,6,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_1",6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 3)_4",6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 3)_0",7,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 3)_1",7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,10,9,4,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 3)_2",7,3,2,3,0,0,0,0,0,0,0,0,1,0,1,6,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 3)_3",7,3,3,3,0,0,0,0,0,0,0,0,1,0,1,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 4)_0",7,4,0,3,0,0,0,0,0,0,1,0,0,0,0,6,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 4)_1",7,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_3",6,4,3,3,6,5,3,4,1,8,5,3,5,0,4,19,13,13,13,9,18,24,16,18,16,15,7,9,8,7,3,6,8,6,1,7,2,3,4.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_2",6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_1",6,4,1,3,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_0",6,4,0,3,0,0,0,0,0,0,0,0,0,0,2,16,20,15,9,10,13,11,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,3,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_4",6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,7,15,7,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 4)_5",6,4,5,3,0,0,0,0,0,0,0,0,0,0,1,15,13,9,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 4)_0",5,4,0,3,0,0,0,0,0,0,0,1,0,0,1,9,14,10,9,13,6,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 4)_1",5,4,1,3,0,0,0,0,0,0,0,0,0,0,2,8,4,5,10,4,11,11,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 4)_2",5,4,2,3,0,0,0,0,0,0,0,0,0,0,1,12,10,10,3,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(5, 4)_3",5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,17,10,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 5)_0",7,5,0,3,1,0,0,0,0,0,1,0,0,0,2,10,9,3,3,6,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,1,0,1,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 5)_1",7,5,1,3,0,0,0,0,0,1,0,0,0,0,1,16,7,6,6,4,12,1,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 5)_3",7,5,3,3,0,0,0,0,0,0,0,0,0,0,3,20,15,14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 5)_2",7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 5)_1",6,5,1,3,0,0,0,0,0,0,0,0,0,0,0,5,7,4,5,5,32,17,19,2,1,1,3,2,1,0,1,1,0,0,0,0,2,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 5)_2",6,5,2,3,3,0,4,1,4,3,0,1,2,0,6,8,10,5,2,4,20,14,10,5,5,3,3,3,5,2,0,4,2,0,2,3,1,2,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 5)_0",6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,27,16,14,8,7,11,6,7,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 5)_4",6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 5)_3",6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,7,5,4,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 6)_1",7,6,1,3,0,1,1,1,1,2,0,0,1,1,1,8,8,13,6,8,13,3,3,4,2,0,6,1,4,2,1,0,2,1,0,1,1,0,3.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 6)_2",7,6,2,3,0,0,0,0,0,0,1,0,0,0,2,25,14,10,4,5,4,11,5,0,0,2,4,3,1,1,2,1,0,0,0,1,0,0,3.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(7, 6)_0",7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,22,20,6,9,6,8,5,3,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 6)_3",6,6,3,3,0,0,0,1,0,0,1,0,0,0,2,1,6,1,2,1,5,7,8,3,1,1,1,2,0,0,1,1,1,0,0,1,0,1,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 6)_4",6,6,4,3,0,0,0,0,0,0,0,0,0,0,5,16,18,12,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 6)_0",6,6,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 6)_2",6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,8,4,6,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
R2_E1_AMES_270min_checkerboard_contrast,"R2_E1_AMES_270min_checkerboard_contrast_(6, 6)_1",6,6,1,3,0,0,0,0,0,0,0,0,0,0,1,9,4,0,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
